,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song_popularity,explicit,artists,genres,album_popularity,artist_popularity,like
1776,0.35,0.609,4,-8.567,0,0.117,0.319,1.83e-05,0.108,0.369,147.924,335966,4,41,False,"['Disclosure', 'Brendan Reilly']","[['house', 'pop', 'tropical house', 'uk dance'], []]","[65, 65]","[82, 33]",0
1777,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4,77,True,['Russ'],"[['hawaiian hip hop', 'pop', 'pop rap', 'rap']]",[77],[83],0
1778,0.713,0.825,2,-5.25,1,0.288,0.0925,0.0,0.58,0.742,127.95,208486,4,54,True,"['T.I.', 'Meek Mill']","[['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'], ['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']]","[47, 47]","[78, 83]",0
1779,0.202,0.955,5,-5.355,1,0.165,0.405,0.000109,0.815,0.208,101.619,126307,4,7,False,['Noir Désir'],"[['chanson', 'french reggae', 'french rock', 'rock alternatif francais']]",[31],[56],0
1780,0.471,0.839,5,-6.852,0,0.379,0.116,0.0,0.658,0.639,115.79,350002,4,0,True,['Kendrick Lamar'],"[['conscious hip hop', 'hip hop', 'rap', 'west coast rap']]",[6],[88],0
1781,0.916,0.758,7,-3.538,1,0.439,0.559,4.41e-05,0.0841,0.623,133.944,149747,4,46,True,['Booba'],"[['french hip hop', 'pop urbaine', 'rap conscient']]",[65],[75],0
1782,0.624,0.544,9,-5.193,1,0.34,0.292,7.41e-05,0.282,0.363,93.585,178040,4,56,True,['Kanye West'],"[['chicago rap', 'rap']]",[73],[90],0
1783,0.835,0.528,11,-8.188,0,0.24,0.228,0.0,0.0836,0.21,155.114,173613,4,41,True,['Lefa'],"[['francoton', 'french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']]",[56],[64],0
1784,0.758,0.858,8,-3.357,0,0.188,0.443,1.44e-06,0.0686,0.713,120.994,99813,4,49,True,['Booba'],"[['french hip hop', 'pop urbaine', 'rap conscient']]",[65],[75],0
1785,0.695,0.482,8,-10.327,1,0.0559,0.292,0.677,0.101,0.579,84.976,159529,4,37,False,"['swim good now', 'Merival']","[['canadian indie'], []]","[29, 29]","[33, 33]",0
1786,0.659,0.479,0,-9.893,0,0.0728,0.0283,0.00313,0.0751,0.436,168.065,180550,4,20,False,"['Alex Nevsky', 'Sophia Bel']","[['pop quebecois'], ['quebec indie']]","[29, 29]","[41, 33]",0
1787,0.666,0.616,11,-8.532,0,0.175,0.0578,0.00354,0.414,0.641,153.041,166519,4,14,False,"['Alex Nevsky', 'Benny Adam']","[['pop quebecois'], ['hip hop quebecois']]","[29, 29]","[41, 32]",0
1788,0.848,0.544,0,-7.209,1,0.139,0.0173,0.0,0.0935,0.607,98.029,192363,4,22,False,"['Alex Nevsky', 'Alaclair Ensemble']","[['pop quebecois'], ['hip hop quebecois', 'indie quebecois', 'rap montrealais']]","[29, 29]","[41, 45]",0
1789,0.789,0.798,7,-7.391,0,0.0513,0.195,0.0,0.13,0.893,92.015,157498,4,14,False,['Alex Nevsky'],[['pop quebecois']],[29],[41],0
1790,0.645,0.772,6,-8.03,1,0.0339,0.0303,0.0615,0.183,0.887,99.023,156481,4,17,False,['Alex Nevsky'],[['pop quebecois']],[29],[41],0
1791,0.404,0.706,9,-9.812,0,0.0497,0.274,0.00497,0.109,0.676,146.441,225721,4,39,False,['Lisa LeBlanc'],"[['canadian folk', 'indie quebecois']]",[33],[41],0
1792,0.664,0.929,1,-5.721,1,0.0466,0.011,0.0,0.158,0.893,99.996,199177,4,47,False,['Les Trois Accords'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[45],[49],0
1793,0.445,0.732,5,-6.593,1,0.0281,0.137,0.000288,0.414,0.512,92.815,210133,4,14,False,['Alex Nevsky'],[['pop quebecois']],[38],[41],0
1794,0.389,0.548,2,-9.186,1,0.0407,0.35,0.0789,0.108,0.531,99.986,176819,4,15,False,['Alex Nevsky'],[['pop quebecois']],[29],[41],0
1795,0.456,0.153,9,-16.021,1,0.0296,0.887,1.08e-05,0.118,0.314,92.342,259733,4,41,False,['Les sœurs Boulay'],"[['indie quebecois', 'montreal indie']]",[33],[47],0
1796,0.878,0.421,7,-6.212,0,0.0532,0.103,0.0,0.341,0.807,103.991,183160,4,38,False,['Ariane Moffatt'],"[['indie quebecois', 'pop quebecois']]",[34],[45],0
1797,0.723,0.498,7,-9.399,1,0.0532,0.0667,0.747,0.0752,0.258,96.011,270600,4,39,False,['Martin Léon'],[['indie quebecois']],[37],[34],0
1798,0.706,0.305,7,-12.827,1,0.0332,0.862,0.00256,0.112,0.486,130.028,179951,4,35,False,['Pierre Lapointe'],[['pop quebecois']],[42],[47],0
1799,0.68,0.63,7,-7.626,1,0.0301,0.00592,5.34e-05,0.114,0.497,121.068,214747,4,12,False,['Alex Nevsky'],[['pop quebecois']],[18],[41],0
1800,0.545,0.125,0,-16.706,1,0.0288,0.803,0.0559,0.111,0.226,83.808,267600,4,39,False,['Fred Pellerin'],"[['country quebecois', 'indie quebecois']]",[41],[45],0
1801,0.742,0.526,7,-9.213,0,0.0432,0.0702,1.81e-05,0.124,0.391,118.994,204040,4,37,False,"['Ichon', 'Myth Syzer']","[['french hip hop'], ['french hip hop']]","[30, 30]","[46, 48]",0
1802,0.521,0.282,10,-14.265,1,0.0996,0.883,4.09e-05,0.128,0.224,136.109,205242,1,40,True,['Oxmo Puccino'],"[['french hip hop', 'rap conscient']]",[32],[57],0
1803,0.731,0.547,7,-5.314,0,0.204,0.522,0.00172,0.0829,0.499,75.033,223987,4,41,False,"['Myth Syzer', 'Ichon']","[['french hip hop'], ['french hip hop']]","[48, 48]","[48, 46]",0
1804,0.752,0.573,10,-6.913,0,0.237,0.381,6.84e-06,0.115,0.525,105.911,193018,4,46,True,"['PLK', 'Krisy']","[['french hip hop', 'pop urbaine', 'rap conscient', 'rap francais'], []]","[57, 57]","[72, 37]",0
1805,0.908,0.422,11,-10.232,0,0.156,0.619,0.000703,0.087,0.615,111.026,220838,4,53,False,['Nemir'],"[['french hip hop', 'pop urbaine', 'rap calme']]",[56],[60],0
1806,0.658,0.617,3,-8.309,0,0.065,0.668,0.0,0.571,0.311,129.983,301280,4,13,False,"[""L'Or du Commun""]","[['belgian hip hop', 'french hip hop', 'rap conscient']]",[19],[47],0
1807,0.746,0.437,9,-9.582,0,0.158,0.197,1.5e-06,0.117,0.362,140.0,182205,4,52,True,"['Ikaz Boi', 'Hamza']","[['french hip hop', 'pop urbaine', 'rap francais'], ['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap francais']]","[56, 56]","[51, 68]",0
1808,0.601,0.778,10,-8.173,0,0.172,0.0647,8.22e-05,0.272,0.561,110.736,293400,5,56,True,['Dinos'],"[['french hip hop', 'pop urbaine', 'rap francais']]",[53],[65],0
1809,0.804,0.679,5,-6.417,0,0.156,0.387,0.0,0.203,0.577,134.026,206253,4,50,True,['Hamza'],"[['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap francais']]",[59],[68],0
1810,0.738,0.6,0,-7.749,0,0.175,0.68,0.000132,0.0964,0.964,171.982,152175,4,47,False,['Nemir'],"[['french hip hop', 'pop urbaine', 'rap calme']]",[56],[60],0
1811,0.743,0.545,11,-8.606,0,0.333,0.272,0.262,0.0828,0.122,133.995,226674,5,46,True,['Lala &ce'],[['french hip hop']],[44],[41],0
1812,0.758,0.458,5,-8.343,0,0.0759,0.762,5.69e-06,0.0961,0.202,119.145,255126,4,40,True,['Gros Mo'],[['french hip hop']],[35],[44],0
1813,0.689,0.457,0,-8.163,0,0.0434,0.0878,0.000687,0.083,0.182,117.928,239173,4,48,True,"['Jazzy Bazz', 'Lonely Band']","[['french hip hop', 'pop urbaine'], []]","[55, 55]","[54, 37]",0
1814,0.909,0.757,6,-5.09,1,0.228,0.316,7.96e-06,0.0944,0.913,139.966,195429,4,35,False,['Arma Jackson'],[['rap calme']],[45],[46],0
1815,0.803,0.687,0,-6.083,1,0.047,0.0599,0.000256,0.301,0.714,108.059,253399,4,24,True,"['Varnish La Piscine', 'Pink Siifu']","[['swiss hip hop'], ['experimental hip hop']]","[16, 16]","[41, 54]",0
1816,0.644,0.312,7,-13.999,1,0.0521,0.754,5.77e-06,0.108,0.188,88.382,334447,4,36,False,['Luidji'],"[['french hip hop', 'pop urbaine', 'rap francais']]",[41],[57],0
1817,0.601,0.626,7,-7.615,1,0.252,0.657,0.0,0.106,0.189,139.737,237600,4,36,True,"['Myth Syzer', 'Ateyaba', 'Lino']","[['french hip hop'], ['french hip hop', 'pop urbaine', 'rap francais'], ['french hip hop', 'rap conscient']]","[40, 40, 40]","[48, 49, 42]",0
1818,0.766,0.613,5,-6.746,0,0.172,0.547,2.84e-06,0.0878,0.366,109.944,177360,4,30,False,"['Lord Esperanza', 'Majeur Mineur']","[['french hip hop', 'pop urbaine', 'rap calme'], []]","[33, 33]","[53, 47]",0
1819,0.55,0.294,4,-20.176,0,0.0651,0.592,0.0,0.298,0.263,112.318,238064,4,52,False,['Laylow'],"[['french hip hop', 'pop urbaine', 'rap calme', 'rap francais']]",[49],[67],0
1820,0.664,0.714,9,-10.033,0,0.129,0.085,0.0,0.114,0.703,108.238,130907,4,17,False,['Jean Leloup'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[42],[51],0
1821,0.684,0.872,11,-10.156,0,0.0765,0.124,0.000974,0.357,0.635,120.025,287120,4,0,False,['Akiyo'],"[['gwoka', 'kompa', 'musique guadeloupe', 'zouk', 'zouk riddim']]",[1],[18],0
1822,0.897,0.85,11,-6.036,0,0.314,0.498,2.29e-06,0.0709,0.911,146.005,192147,4,0,True,['Jul'],"[['francoton', 'pop urbaine', 'rap marseille']]",[2],[80],0
1823,0.936,0.698,9,-6.545,0,0.0498,0.207,0.0,0.098,0.897,131.993,279467,4,55,True,['Jul'],"[['francoton', 'pop urbaine', 'rap marseille']]",[47],[80],0
1824,0.836,0.787,4,-5.795,0,0.308,0.161,0.0,0.32,0.817,144.147,183573,4,43,True,['Jul'],"[['francoton', 'pop urbaine', 'rap marseille']]",[35],[80],0
1825,0.939,0.812,2,-6.053,0,0.0751,0.456,0.00028,0.0718,0.891,119.993,171000,4,0,True,['Jul'],"[['francoton', 'pop urbaine', 'rap marseille']]",[2],[80],0
1826,0.718,0.364,7,-12.119,1,0.0623,0.292,1.74e-06,0.222,0.621,134.49,177693,4,19,False,['Gong'],"[['art rock', 'canterbury scene', 'experimental', 'experimental rock', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'space rock', 'symphonic rock', 'zolo']]",[34],[39],0
1827,0.625,0.693,8,-11.52,0,0.0348,0.464,0.0829,0.198,0.941,95.367,500867,4,38,False,['Weather Report'],"[['art rock', 'bebop', 'contemporary post-bop', 'jazz', 'jazz funk', 'jazz fusion']]",[33],[49],0
1828,0.522,0.444,7,-10.245,0,0.111,0.298,2.34e-06,0.132,0.21,148.143,236757,4,53,True,['Khary'],[[]],[46],[52],0
1829,0.778,0.691,9,-6.098,1,0.351,0.648,1.94e-05,0.124,0.41,123.905,186110,4,1,True,['Childish Major'],"[['alternative r&b', 'trap soul', 'underground hip hop']]",[0],[58],0
1830,0.927,0.64,1,-5.293,1,0.331,0.588,0.0,0.0986,0.476,129.965,177373,4,49,True,['Booba'],"[['french hip hop', 'pop urbaine', 'rap conscient']]",[65],[75],0
1831,0.738,0.785,1,-2.982,1,0.271,0.309,0.0,0.0778,0.895,129.747,163827,4,49,True,"['Booba', 'Niska', 'Sidiki Diabaté']","[['french hip hop', 'pop urbaine', 'rap conscient'], ['french hip hop', 'pop urbaine'], ['afropop', 'azontobeats', 'desert blues', 'kora', 'mande pop']]","[65, 65, 65]","[75, 75, 55]",0
1832,0.804,0.673,9,-12.855,1,0.0566,0.00774,0.655,0.0954,0.349,124.99,437415,4,6,False,"['Peppe Citarella', 'Cristians Afrotronic', 'Wolf Story']","[[], [], []]","[3, 3, 3]","[20, 4, 30]",0
1833,0.742,0.898,0,-9.34,1,0.0363,0.000741,0.418,0.252,0.597,130.025,504059,4,49,False,['Floorplan'],"[['chicago house', 'deep house', 'disco house', 'float house', 'tech house', 'techno']]",[43],[44],0
1834,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,179172,4,71,False,['Billie Eilish'],"[['electropop', 'pop']]",[86],[94],0
1835,0.748,0.774,7,-5.937,1,0.224,0.312,0.0136,0.103,0.703,97.886,205000,4,31,False,['Les Vilars'],[[]],[25],[20],0
1836,0.56,0.537,0,-7.099,1,0.383,0.281,0.0,0.144,0.639,79.094,187781,4,55,True,['Ghetto Sage'],[[]],[47],[41],0
1837,0.773,0.464,8,-8.556,0,0.0699,0.471,0.0917,0.101,0.202,131.982,277712,4,9,False,['Tora'],"[['alternative r&b', 'indie soul', 'vapor soul']]",[35],[57],0
1838,0.846,0.389,9,-10.225,0,0.0695,0.834,0.291,0.103,0.392,123.975,235414,4,9,False,['Tora'],"[['alternative r&b', 'indie soul', 'vapor soul']]",[35],[57],0
1839,0.555,0.36,11,-10.179,0,0.0426,0.614,0.124,0.101,0.131,77.008,277507,4,10,False,['Tora'],"[['alternative r&b', 'indie soul', 'vapor soul']]",[35],[57],0
1840,0.642,0.359,5,-11.002,0,0.12,0.805,0.000995,0.118,0.428,121.374,222131,4,48,False,"['Tora', 'Keelan Mak']","[['alternative r&b', 'indie soul', 'vapor soul'], ['brisbane indie']]","[41, 41]","[57, 38]",0
1841,0.758,0.49,6,-7.98,0,0.032,0.357,0.000699,0.0795,0.428,119.969,291580,4,61,False,['Elder Island'],"[['electronica', 'indie jazz', 'indie soul', 'indietronica', 'vapor soul']]",[60],[62],0
1842,0.545,0.873,10,-5.193,0,0.0825,0.0263,9.1e-05,0.145,0.748,150.841,208973,4,60,False,['The Kooks'],"[['brighton indie', 'garage rock', 'indie pop', 'modern rock', 'rock']]",[72],[72],0
1843,0.244,0.854,5,-6.138,1,0.134,0.0117,0.0,0.129,0.239,168.408,206933,4,43,False,['The Kooks'],"[['brighton indie', 'garage rock', 'indie pop', 'modern rock', 'rock']]",[72],[72],0
1844,0.481,0.765,7,-4.025,1,0.0388,0.00381,0.000737,0.119,0.465,102.829,232960,4,63,False,['Catfish and the Bottlemen'],"[['modern alternative rock', 'modern rock', 'rock', 'stomp pop', 'welsh rock']]",[65],[70],0
1845,0.637,0.973,9,-3.386,1,0.112,0.000413,2.23e-05,0.104,0.8,150.223,160640,4,53,True,['Arctic Monkeys'],"[['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']]",[67],[84],0
1846,0.328,0.726,3,-3.935,1,0.0312,0.0286,0.000643,0.167,0.21,134.639,277387,4,62,False,['Stereophonics'],"[['britpop', 'modern rock', 'neo mellow', 'pop rock', 'rock', 'welsh rock']]",[62],[69],0
1847,0.36,0.666,4,-3.935,0,0.0324,0.0155,0.0,0.106,0.347,172.992,220086,3,42,False,['The Kooks'],"[['brighton indie', 'garage rock', 'indie pop', 'modern rock', 'rock']]",[57],[72],0
1848,0.439,0.442,8,-8.873,1,0.0288,0.335,0.00889,0.107,0.189,119.81,247014,4,58,False,['Jake Bugg'],"[['modern rock', 'nottingham indie']]",[64],[64],0
1849,0.331,0.961,11,-4.627,1,0.0663,0.000146,0.0,0.322,0.882,168.355,161720,4,56,False,['The Kooks'],"[['brighton indie', 'garage rock', 'indie pop', 'modern rock', 'rock']]",[57],[72],0
1850,0.649,0.76,8,-7.275,1,0.0298,0.577,0.332,0.107,0.654,106.002,301347,4,55,False,['Bombay Bicycle Club'],"[['alternative dance', 'british indie rock', 'chamber pop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock', 'shimmer pop']]",[58],[66],0
1851,0.645,0.938,11,-4.557,0,0.0391,0.0946,0.0226,0.159,0.495,140.886,263880,4,68,True,['MGMT'],"[['alternative dance', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'rock']]",[67],[76],0
1852,0.339,0.932,4,-5.017,1,0.057,0.00105,0.114,0.255,0.586,128.291,225987,4,48,False,['Arctic Monkeys'],"[['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']]",[55],[84],0
1853,0.597,0.932,4,-2.463,0,0.0411,0.157,0.0,0.34,0.679,111.01,225002,4,47,False,['The Kooks'],"[['brighton indie', 'garage rock', 'indie pop', 'modern rock', 'rock']]",[57],[72],0
1854,0.557,0.836,9,-5.479,1,0.0735,0.00778,0.0,0.0624,0.915,150.028,177656,4,57,False,['Blossoms'],"[['english indie rock', 'modern rock', 'rock']]",[60],[66],0
1855,0.6,0.821,1,-7.956,0,0.0266,5.12e-05,0.77,0.519,0.287,117.013,218493,4,25,False,['Bombay Bicycle Club'],"[['alternative dance', 'british indie rock', 'chamber pop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock', 'shimmer pop']]",[17],[66],0
1856,0.304,0.772,1,-4.986,1,0.0912,0.000511,0.0,0.429,0.804,85.497,224161,4,29,False,"['Guilty Simpson', 'Apollo Brown', 'Planet Asia']","[['alternative hip hop', 'detroit hip hop'], ['alternative hip hop', 'boom bap', 'hardcore hip hop', 'hip hop'], ['alternative hip hop', 'boom bap', 'hardcore hip hop', 'soul flow', 'turntablism', 'underground hip hop', 'underground rap']]","[42, 42, 42]","[44, 54, 46]",0
1857,0.158,0.202,9,-19.105,0,0.0446,0.206,0.793,0.132,0.257,73.846,37667,4,46,False,['Muse'],"[['modern rock', 'permanent wave', 'post-grunge', 'rock']]",[70],[79],0
1858,0.691,0.843,2,-3.679,1,0.135,0.364,0.0,0.0729,0.812,90.0,240000,4,30,False,['Bernard Adamus'],"[['canadian blues', 'indie quebecois']]",[42],[46],0
1859,0.315,0.893,9,-5.685,0,0.0374,3.67e-05,0.939,0.0852,0.263,102.961,268333,4,37,False,['Interpol'],"[['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'new rave', 'rock']]",[54],[68],0
1860,0.529,0.746,8,-4.463,1,0.304,0.22,1.6e-05,0.0947,0.608,83.354,189893,4,49,True,['Pusha T'],"[['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']]",[52],[73],0
1861,0.557,0.826,10,-4.545,0,0.0394,0.000692,0.188,0.0914,0.632,164.01,257467,4,58,False,['Muse'],"[['modern rock', 'permanent wave', 'post-grunge', 'rock']]",[68],[79],0
1862,0.269,0.62,4,-15.745,0,0.142,0.495,0.601,0.273,0.214,108.716,67198,3,33,True,['GoldLink'],"[['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']]",[71],[73],0
1863,0.533,0.834,9,-5.454,0,0.0414,0.00844,0.0,0.41,0.797,104.099,230020,4,42,False,['Les Cowboys Fringants'],"[['indie quebecois', 'rock quebecois']]",[57],[59],0
1864,0.52,0.827,2,-4.761,1,0.0282,0.000413,0.444,0.264,0.775,125.343,208741,4,0,False,['Allah-Las'],"[['freak folk', 'garage rock', 'indie garage rock', 'indie rock', 'indie surf', 'neo-psychedelic', 'noise pop']]",[0],[58],0
1865,0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,636000,3,52,False,"['Arvo Pärt', 'Vladimir Spivakov', 'Sergej Bezrodny']","[['baltic classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism'], [], []]","[50, 50, 50]","[57, 42, 39]",0
1866,0.167,0.0316,4,-25.022,1,0.0454,0.587,0.22,0.187,0.0329,112.263,352978,3,25,False,"['John Zorn', 'Camerata Bern', 'Patricia Kopatchinskaja']","[['avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'laboratorio', 'tzadik'], ['chamber orchestra', 'classical performance', 'string orchestra'], ['violin']]","[17, 17, 17]","[28, 35, 19]",0
1867,0.639,0.813,7,-9.194,1,0.0303,0.00286,0.897,0.0678,0.81,134.979,161907,4,0,False,['Daniel Pemberton'],"[['british soundtrack', 'scorecore', 'soundtrack']]",[1],[57],0
1868,0.359,0.106,10,-16.026,0,0.0433,0.511,0.833,0.12,0.0853,111.217,110440,3,0,False,['Michael Giacchino'],[['soundtrack']],[1],[68],0
1869,0.706,0.322,8,-11.434,1,0.214,0.404,0.892,0.076,0.912,164.209,84353,4,52,False,"['Made in M', 'Walterwarm']","[['chillhop', 'lo-fi beats'], ['chillhop', 'lo-fi beats']]","[50, 50]","[64, 49]",0
1870,0.701,0.528,2,-3.911,1,0.474,0.461,0.0,0.229,0.634,159.975,132075,4,37,True,['Russ'],"[['hawaiian hip hop', 'pop', 'pop rap', 'rap']]",[51],[83],0
1871,0.8,0.683,7,-8.328,1,0.101,0.179,0.0,0.138,0.656,105.997,183197,4,38,False,['Little Simz'],"[['escape room', 'indie r&b', 'indie soul', 'trap queen', 'uk alternative hip hop']]",[37],[63],0
1872,0.468,0.266,0,-11.121,1,0.13,0.348,9.55e-06,0.209,0.222,153.294,368036,4,58,False,"['Drake', 'PARTYNEXTDOOR']","[['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'], ['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']]","[83, 83]","[100, 83]",0
1873,0.565,0.919,4,-3.428,0,0.275,0.266,0.0,0.301,0.734,187.947,340679,4,38,False,['Orloge Simard'],"[['indie quebecois', 'quebec punk']]",[39],[41],0
1874,0.558,0.371,9,-10.147,0,0.0327,0.493,0.00393,0.0861,0.166,112.146,233853,4,8,False,['Emilie Clepper'],[['canadian singer-songwriter']],[13],[15],0
1875,0.63,0.704,8,-11.062,1,0.0368,0.00349,0.712,0.0738,0.814,125.123,357800,4,12,False,['Les Difficiles de Petion-Ville'],[[]],[9],[15],0
1876,0.586,0.807,11,-5.846,0,0.302,0.461,8.72e-05,0.117,0.77,130.455,210663,5,53,False,['IDK'],"[['dmv rap', 'hip hop', 'rap', 'underground hip hop']]",[61],[63],0
1877,0.567,0.629,11,-6.075,0,0.241,0.421,0.0,0.102,0.289,112.087,160133,5,64,True,['Doja Cat'],"[['la indie', 'pop']]",[92],[91],0
1878,0.704,0.543,6,-14.042,0,0.72,0.0159,0.0,0.0961,0.206,101.033,167506,5,47,True,['Ameer Vann'],"[['hip hop', 'underground hip hop']]",[52],[52],0
1879,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,200080,4,72,True,['The Weeknd'],"[['canadian contemporary r&b', 'canadian pop', 'pop']]",[64],[97],0
1880,0.632,0.39,9,-16.784,0,0.343,0.33,0.0,0.0923,0.728,149.826,168864,4,53,True,"['Rexx Life Raj', 'Kenny Beats']","[['alternative r&b', 'cali rap', 'trap soul', 'underground hip hop'], []]","[46, 46]","[59, 71]",0
1881,0.549,0.486,1,-8.333,1,0.283,0.203,0.0,0.112,0.108,141.901,333551,4,47,True,['Guapdad 4000'],"[['cali rap', 'trap soul', 'underground hip hop', 'vapor trap']]",[58],[69],0
1882,0.743,0.632,2,-8.456,1,0.0426,0.162,0.00304,0.14,0.614,137.964,179130,4,39,True,"['K. Roosevelt', 'Amir Obe']","[['alternative r&b', 'indie r&b'], ['trap soul', 'underground hip hop']]","[32, 32]","[47, 55]",0
1883,0.614,0.54,0,-6.128,1,0.385,0.369,0.0,0.0707,0.486,78.734,171000,4,50,False,"['TOBi', 'Harrison']","[['canadian hip hop'], ['future funk', 'toronto indie']]","[43, 43]","[53, 39]",0
1884,0.66,0.65,5,-8.186,1,0.119,0.0544,0.0,0.21,0.3,168.427,183006,4,0,True,['Childish Major'],"[['alternative r&b', 'trap soul', 'underground hip hop']]",[0],[58],0
1885,0.81,0.644,5,-7.828,0,0.158,0.00802,1.98e-05,0.106,0.255,139.961,158684,4,52,False,"['Smoke Dza', 'Buddy']","[['alternative hip hop', 'boom bap', 'harlem hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop'], ['alternative r&b', 'cali rap', 'rap', 'underground hip hop']]","[44, 44]","[57, 69]",0
1886,0.868,0.53,10,-4.81,1,0.236,0.0409,0.00173,0.104,0.263,142.985,175440,4,46,True,"['Valee', 'Calboy']","[['chicago rap', 'trap', 'underground hip hop', 'vapor trap'], ['chicago rap', 'melodic rap', 'rap', 'southern hip hop', 'trap']]","[38, 38]","[56, 72]",0
1887,0.87,0.76,9,-7.157,1,0.152,0.541,0.0,0.108,0.751,124.973,142182,4,53,True,['BROCKHAMPTON'],"[['boy band', 'pop', 'rap']]",[45],[81],0
1888,0.805,0.406,5,-11.397,1,0.207,0.313,1.04e-06,0.209,0.49,102.03,209080,1,39,True,['Doley Bernays'],[[]],[32],[40],0
1889,0.507,0.545,2,-7.209,1,0.43,0.25,0.0,0.239,0.392,78.461,194613,4,53,True,"['Dreamville', 'EARTHGANG']","[['hip hop', 'rap'], ['atl hip hop', 'hip hop', 'rap', 'underground hip hop']]","[77, 77]","[74, 72]",0
1890,0.844,0.661,5,-6.543,0,0.0526,0.128,0.0165,0.156,0.565,123.998,198320,4,41,False,['Pascal Junior'],"[['groove room', 'romanian pop']]",[45],[57],0
1891,0.759,0.677,7,-9.532,0,0.0914,0.571,0.000971,0.0651,0.369,122.021,214426,4,36,False,['Pascal Junior'],"[['groove room', 'romanian pop']]",[45],[57],0
1892,0.758,0.584,5,-6.129,1,0.0418,0.479,2.93e-05,0.444,0.295,122.002,176803,4,37,False,['Pascal Junior'],"[['groove room', 'romanian pop']]",[45],[57],0
1893,0.861,0.596,1,-6.723,1,0.0773,0.0354,0.0495,0.365,0.728,124.031,195000,4,30,False,['Pascal Junior'],"[['groove room', 'romanian pop']]",[45],[57],0
1894,0.836,0.616,6,-6.336,0,0.0387,0.188,0.000564,0.117,0.609,123.991,190161,4,34,False,['Pascal Junior'],"[['groove room', 'romanian pop']]",[45],[57],0
1895,0.467,0.815,0,-5.333,0,0.119,0.341,9.43e-06,0.247,0.238,87.388,171762,4,33,False,['Pascal Junior'],"[['groove room', 'romanian pop']]",[45],[57],0
1896,0.733,0.633,8,-7.353,1,0.0533,0.186,0.0039,0.272,0.395,123.882,159677,4,59,False,['Pascal Junior'],"[['groove room', 'romanian pop']]",[52],[57],0
1897,0.599,0.537,0,-9.617,1,0.0254,0.594,1.92e-05,0.194,0.946,84.895,230453,4,52,False,['The Beatles'],"[['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']]",[78],[89],0
1898,0.686,0.66,9,-6.488,0,0.0374,0.00468,0.0037,0.355,0.527,93.501,248865,4,45,False,['HONNE'],[['uk pop']],[61],[71],0
1899,0.78,0.444,1,-7.732,1,0.0941,0.0212,0.685,0.058,0.465,129.84,259173,3,50,False,"['Conducta', 'Sammy Virji']","[['bass house', 'uk alternative hip hop', 'uk garage', 'ukg revival'], ['bass house']]","[42, 42]","[53, 51]",0
1900,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,208080,4,75,True,"['Mac Miller', 'Miguel']","[['hip hop', 'pittsburgh rap', 'rap'], ['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']]","[73, 73]","[86, 81]",0
1901,0.77,0.426,5,-5.717,0,0.0473,0.0116,0.0,0.273,0.523,102.056,163133,4,59,True,"['Ty Dolla $ign', 'YG']","[['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul'], ['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']]","[65, 65]","[88, 82]",0
